Trip ID,Pickup Date,Pickup Hour,Vehicle,Payment_type,No Of Passengers,Trip Distance,Booking Value,Pickup Location,Total Bookings
46187,2024-06-15 00:00:00,1899-12-30 12:14:09,UberX,Uber Pay,4,1.22,$7.5,Upper West Side South,1.0
46197,2024-06-15 00:00:00,1899-12-30 12:53:30,UberX,Uber Pay,1,2.51,$12.5,Midtown East,1.0
46200,2024-06-15 00:00:00,1899-12-30 12:19:11,UberX,Uber Pay,1,1.52,$9.1,Midtown East,1.0
46202,2024-06-15 00:00:00,1899-12-30 12:18:38,UberX,Uber Pay,1,1.09,$6.8,East Harlem South,1.0
46215,2024-06-15 00:00:00,1899-12-30 12:10:11,UberX,Uber Pay,1,1.7,$10.3,Upper West Side South,1.0
46218,2024-06-15 00:00:00,1899-12-30 12:32:57,UberX,Uber Pay,2,2.81,$14.7,Upper East Side North,1.0
46219,2024-06-15 00:00:00,1899-12-30 12:19:18,UberX,Uber Pay,1,1.79,$13.9,East Harlem South,1.0
46221,2024-06-15 00:00:00,1899-12-30 12:01:27,UberX,Uber Pay,1,1.7,$13.0,Greenwich Village North,1.0
46225,2024-06-15 00:00:00,1899-12-30 12:48:41,UberX,Uber Pay,1,8.3,$31.9,LaGuardia Airport,1.0
46240,2024-06-15 00:00:00,1899-12-30 12:38:58,UberX,Uber Pay,6,1.85,$9.5,Lenox Hill West,1.0
46242,2024-06-15 00:00:00,1899-12-30 12:16:06,UberX,Uber Pay,1,2,$14.6,Upper West Side North,1.0
46253,2024-06-15 00:00:00,1899-12-30 12:05:35,UberX,Uber Pay,2,5.63,$23.3,Sutton Place/Turtle Bay North,1.0
46256,2024-06-15 00:00:00,1899-12-30 12:20:08,UberX,Uber Pay,1,3.9,$14.5,East Village,1.0
46259,2024-06-15 00:00:00,1899-12-30 12:10:08,UberX,Uber Pay,1,3.68,$16.9,East Village,1.0
46265,2024-06-15 00:00:00,1899-12-30 12:53:04,UberX,Uber Pay,1,1.46,$10.3,Upper East Side South,1.0
46281,2024-06-15 00:00:00,1899-12-30 12:03:27,UberX,Uber Pay,1,2.79,$13.5,Lenox Hill West,1.0
46282,2024-06-15 00:00:00,1899-12-30 12:36:53,UberX,Uber Pay,1,1.43,$10.9,Midtown North,1.0
46296,2024-06-15 00:00:00,1899-12-30 12:46:52,UberX,Uber Pay,1,11.83,$43.3,Mount Hope,1.0
46299,2024-06-15 00:00:00,1899-12-30 12:41:31,UberX,Uber Pay,1,2.2,$13.3,Upper West Side South,1.0
46304,2024-06-15 00:00:00,1899-12-30 12:14:53,UberX,Uber Pay,1,1.48,$9.0,Upper East Side South,1.0
46315,2024-06-15 00:00:00,1899-12-30 12:35:32,UberX,Uber Pay,1,2.47,$14.3,Upper West Side North,1.0
46322,2024-06-15 00:00:00,1899-12-30 12:44:37,UberX,Uber Pay,1,1.3,$7.5,Lenox Hill East,1.0
46329,2024-06-15 00:00:00,1899-12-30 13:42:17,UberX,Uber Pay,1,1.4,$10.5,Upper West Side South,1.0
46334,2024-06-15 00:00:00,1899-12-30 13:32:36,UberX,Uber Pay,1,8.2,$30.1,Yorkville West,1.0
46338,2024-06-15 00:00:00,1899-12-30 13:32:08,UberX,Uber Pay,1,1.16,$9.1,Upper East Side North,1.0
46340,2024-06-15 00:00:00,1899-12-30 13:29:22,UberX,Uber Pay,1,3.41,$16.9,Upper East Side North,1.0
46356,2024-06-15 00:00:00,1899-12-30 13:38:25,UberX,Uber Pay,1,2.4,$15.1,Manhattan Valley,1.0
46361,2024-06-15 00:00:00,1899-12-30 13:40:30,UberX,Uber Pay,1,1.4,$6.6,Midtown East,1.0
46369,2024-06-15 00:00:00,1899-12-30 13:38:46,UberX,Uber Pay,1,3.38,$19.2,Lincoln Square East,1.0
46385,2024-06-15 00:00:00,1899-12-30 13:01:09,UberX,Uber Pay,2,4.99,$21.1,Gramercy,1.0
46397,2024-06-15 00:00:00,1899-12-30 13:59:34,UberX,Uber Pay,1,1.94,$11.5,Lincoln Square East,1.0
46398,2024-06-15 00:00:00,1899-12-30 13:58:36,UberX,Uber Pay,1,1.25,$8.0,Upper East Side South,1.0
46399,2024-06-15 00:00:00,1899-12-30 13:11:05,UberX,Uber Pay,1,2,$12.7,Upper East Side North,1.0
46401,2024-06-15 00:00:00,1899-12-30 13:27:03,UberX,Uber Pay,1,2.63,$12.0,Yorkville East,1.0
46404,2024-06-15 00:00:00,1899-12-30 13:13:27,UberX,Uber Pay,3,2.76,$11.3,UN/Turtle Bay South,1.0
46407,2024-06-15 00:00:00,1899-12-30 13:09:35,UberX,Uber Pay,2,1.7,$11.0,West Village,1.0
46411,2024-06-15 00:00:00,1899-12-30 13:14:43,UberX,Uber Pay,3,2.76,$13.3,Midtown Center,1.0
46414,2024-06-15 00:00:00,1899-12-30 13:18:49,UberX,Uber Pay,1,1.91,$10.9,Murray Hill,1.0
46424,2024-06-15 00:00:00,1899-12-30 13:04:26,UberX,Uber Pay,1,3.3,$15.0,Lenox Hill East,1.0
46426,2024-06-15 00:00:00,1899-12-30 13:20:46,UberX,Uber Pay,1,3.62,$16.9,Murray Hill,1.0
46433,2024-06-15 00:00:00,1899-12-30 13:40:19,UberX,Uber Pay,1,2.1,$10.3,Midtown North,1.0
46437,2024-06-15 00:00:00,1899-12-30 13:18:52,UberX,Uber Pay,2,2.25,$13.3,Penn Station/Madison Sq West,1.0
46440,2024-06-15 00:00:00,1899-12-30 13:29:21,UberX,Uber Pay,2,1.9,$12.1,Midtown Center,1.0
46443,2024-06-15 00:00:00,1899-12-30 13:31:58,UberX,Uber Pay,5,5.4,$21.0,Garment District,1.0
46452,2024-06-15 00:00:00,1899-12-30 13:04:50,UberX,Uber Pay,1,2.86,$12.0,TriBeCa/Civic Center,1.0
46453,2024-06-15 00:00:00,1899-12-30 13:31:17,UberX,Uber Pay,1,2.11,$12.1,Murray Hill,1.0
46455,2024-06-15 00:00:00,1899-12-30 13:16:55,UberX,Uber Pay,1,5.91,$24.1,UN/Turtle Bay South,1.0
46458,2024-06-15 00:00:00,1899-12-30 13:51:28,UberX,Uber Pay,1,1.6,$9.7,Upper East Side South,1.0
46460,2024-06-15 00:00:00,1899-12-30 13:51:29,UberX,Uber Pay,1,1.1,$11.5,East Chelsea,1.0
46473,2024-06-15 00:00:00,1899-12-30 12:31:12,UberX,Uber Pay,4,1.48,$8.5,Manhattan Valley,1.0
46479,2024-06-15 00:00:00,1899-12-30 13:25:57,UberX,Uber Pay,1,1.6,$12.1,Upper East Side North,1.0
46486,2024-06-15 00:00:00,1899-12-30 13:11:16,UberX,Uber Pay,1,2.2,$10.9,Times Sq/Theatre District,1.0
46490,2024-06-15 00:00:00,1899-12-30 13:09:13,UberX,Uber Pay,2,5.77,$23.5,Morningside Heights,1.0
46493,2024-06-15 00:00:00,1899-12-30 13:08:18,UberX,Uber Pay,1,2.3,$14.6,Lincoln Square West,1.0
46497,2024-06-15 00:00:00,1899-12-30 13:29:34,UberX,Uber Pay,2,10.9,$34.0,Upper West Side South,1.0
46508,2024-06-15 00:00:00,1899-12-30 13:46:16,UberX,Uber Pay,1,1.2,$10.3,Midtown East,1.0
46512,2024-06-15 00:00:00,1899-12-30 13:54:51,UberX,Uber Pay,1,5.49,$21.8,Battery Park City,1.0
46520,2024-06-15 00:00:00,1899-12-30 13:25:51,UberX,Uber Pay,1,1.3,$9.1,Lincoln Square East,1.0
46528,2024-06-15 00:00:00,1899-12-30 13:44:54,UberX,Uber Pay,1,2.81,$12.5,Yorkville East,1.0
46529,2024-06-15 00:00:00,1899-12-30 13:42:48,UberX,Uber Pay,1,1.58,$9.7,Lenox Hill West,1.0
46530,2024-06-15 00:00:00,1899-12-30 13:20:59,UberX,Uber Pay,1,1.75,$10.3,Manhattan Valley,1.0
46532,2024-06-15 00:00:00,1899-12-30 13:06:55,UberX,Uber Pay,1,1.3,$8.5,Union Sq,1.0
46539,2024-06-15 00:00:00,1899-12-30 13:15:04,UberX,Uber Pay,1,2.21,$9.5,West Chelsea/Hudson Yards,1.0
46544,2024-06-15 00:00:00,1899-12-30 13:36:03,UberX,Uber Pay,1,2.91,$14.0,Kips Bay,1.0
46545,2024-06-15 00:00:00,1899-12-30 13:57:28,UberX,Uber Pay,1,3.68,$18.3,Murray Hill,1.0
46555,2024-06-15 00:00:00,1899-12-30 13:38:17,UberX,Uber Pay,1,2.38,$16.3,Penn Station/Madison Sq West,1.0
46572,2024-06-15 00:00:00,1899-12-30 13:13:00,UberX,Uber Pay,1,3.2,$15.1,Penn Station/Madison Sq West,1.0
46575,2024-06-15 00:00:00,1899-12-30 13:51:39,UberX,Uber Pay,4,7.4,$33.0,Garment District,1.0
46581,2024-06-15 00:00:00,1899-12-30 13:59:38,UberX,Uber Pay,2,2.5,$15.5,Midtown North,1.0
46599,2024-06-15 00:00:00,1899-12-30 13:46:23,UberX,Uber Pay,1,13.95,$55.3,East Elmhurst,1.0
46608,2024-06-15 00:00:00,1899-12-30 14:47:21,UberX,Uber Pay,1,1.3,$8.8,Lincoln Square East,1.0
46621,2024-06-15 00:00:00,1899-12-30 13:55:02,UberX,Uber Pay,1,1.22,$8.6,Manhattanville,1.0
46623,2024-06-15 00:00:00,1899-12-30 14:50:54,UberX,Uber Pay,1,3.3,$15.0,Central Harlem,1.0
46626,2024-06-15 00:00:00,1899-12-30 14:18:43,UberX,Uber Pay,1,5.16,$30.2,Midtown North,1.0
46633,2024-06-15 00:00:00,1899-12-30 14:53:43,UberX,Uber Pay,1,4.18,$17.5,Lincoln Square East,1.0
46635,2024-06-15 00:00:00,1899-12-30 14:43:40,UberX,Uber Pay,1,1.4,$10.3,Upper East Side North,1.0
46647,2024-06-15 00:00:00,1899-12-30 14:55:42,UberX,Uber Pay,1,1.53,$9.1,Upper East Side North,1.0
46655,2024-06-15 00:00:00,1899-12-30 14:35:26,UberX,Uber Pay,1,1.74,$11.5,Times Sq/Theatre District,1.0
46656,2024-06-15 00:00:00,1899-12-30 14:55:13,UberX,Uber Pay,1,4.9,$17.0,Bloomingdale,1.0
46657,2024-06-15 00:00:00,1899-12-30 14:20:47,UberX,Uber Pay,1,1.8,$12.7,Midtown East,1.0
46658,2024-06-15 00:00:00,1899-12-30 13:59:50,UberX,Uber Pay,1,3.01,$13.0,Upper West Side North,1.0
46664,2024-06-15 00:00:00,1899-12-30 14:21:59,UberX,Uber Pay,4,3.14,$14.3,Lenox Hill East,1.0
46666,2024-06-15 00:00:00,1899-12-30 14:23:40,UberX,Uber Pay,1,1.9,$13.3,Midtown Center,1.0
46667,2024-06-15 00:00:00,1899-12-30 14:16:29,UberX,Uber Pay,2,1.99,$15.1,Lenox Hill East,1.0
46670,2024-06-15 00:00:00,1899-12-30 14:05:35,UberX,Uber Pay,1,1.3,$8.0,Sutton Place/Turtle Bay North,1.0
46676,2024-06-15 00:00:00,1899-12-30 14:26:42,UberX,Uber Pay,1,3.69,$26.3,East Harlem South,1.0
46679,2024-06-15 00:00:00,1899-12-30 14:51:47,UberX,Uber Pay,1,3,$15.7,Penn Station/Madison Sq West,1.0
46681,2024-06-15 00:00:00,1899-12-30 13:59:03,UberX,Uber Pay,1,1.63,$10.5,Lincoln Square West,1.0
46682,2024-06-15 00:00:00,1899-12-30 14:44:05,UberX,Uber Pay,5,4.46,$21.0,Upper East Side North,1.0
46685,2024-06-15 00:00:00,1899-12-30 14:22:46,UberX,Uber Pay,1,1.23,$11.5,East Harlem North,1.0
46706,2024-06-15 00:00:00,1899-12-30 14:14:40,UberX,Uber Pay,5,1.16,$8.0,Lincoln Square East,1.0
46716,2024-06-15 00:00:00,1899-12-30 14:07:25,UberX,Uber Pay,2,1.37,$9.6,Lincoln Square East,1.0
46725,2024-06-15 00:00:00,1899-12-30 14:15:30,UberX,Uber Pay,1,9.4,$38.5,LaGuardia Airport,1.0
46728,2024-06-15 00:00:00,1899-12-30 14:34:19,UberX,Uber Pay,1,3.2,$13.0,Upper West Side South,1.0
46734,2024-06-15 00:00:00,1899-12-30 14:06:20,UberX,Uber Pay,2,1.3,$8.5,Midtown Center,1.0
46740,2024-06-15 00:00:00,1899-12-30 14:46:30,UberX,Uber Pay,1,1.07,$6.7,Penn Station/Madison Sq West,1.0
46753,2024-06-15 00:00:00,1899-12-30 14:33:51,UberX,Uber Pay,1,2.6,$14.5,Midtown East,1.0
46754,2024-06-15 00:00:00,1899-12-30 14:07:11,UberX,Uber Pay,1,3.18,$16.6,Kips Bay,1.0
46757,2024-06-15 00:00:00,1899-12-30 14:10:29,UberX,Uber Pay,1,3.18,$14.5,Upper East Side South,1.0
46758,2024-06-15 00:00:00,1899-12-30 14:20:43,UberX,Uber Pay,4,2.87,$15.1,Upper East Side North,1.0
46759,2024-06-15 00:00:00,1899-12-30 14:11:16,UberX,Uber Pay,1,1.2,$8.0,NV,1.0
46773,2024-06-15 00:00:00,1899-12-30 14:22:01,UberX,Uber Pay,1,5.1,$24.7,Union Sq,1.0
46778,2024-06-15 00:00:00,1899-12-30 14:50:41,UberX,Uber Pay,1,2.45,$13.3,Midtown East,1.0
46780,2024-06-15 00:00:00,1899-12-30 14:46:43,UberX,Uber Pay,1,5.6,$20.0,Elmhurst,1.0
46793,2024-06-15 00:00:00,1899-12-30 14:44:01,UberX,Uber Pay,1,2,$12.0,Midtown East,1.0
46796,2024-06-15 00:00:00,1899-12-30 14:26:42,UberX,Uber Pay,1,1.31,$9.7,Stuy Town/Peter Cooper Village,1.0
46799,2024-06-15 00:00:00,1899-12-30 14:16:00,UberX,Uber Pay,1,5.38,$21.8,Bloomingdale,1.0
46808,2024-06-15 00:00:00,1899-12-30 14:13:00,UberX,Uber Pay,1,1.83,$7.5,Central Park,1.0
46809,2024-06-15 00:00:00,1899-12-30 14:57:32,UberX,Uber Pay,1,9.1,$34.9,Lenox Hill East,1.0
46811,2024-06-15 00:00:00,1899-12-30 14:54:42,UberX,Uber Pay,1,1.8,$13.3,Lenox Hill East,1.0
46829,2024-06-15 00:00:00,1899-12-30 14:12:16,UberX,Uber Pay,1,2.8,$14.0,Clinton East,1.0
46839,2024-06-15 00:00:00,1899-12-30 14:47:31,UberX,Uber Pay,1,1.43,$9.0,Clinton East,1.0
46841,2024-06-15 00:00:00,1899-12-30 14:25:03,UberX,Uber Pay,1,1.35,$9.0,Clinton East,1.0
46857,2024-06-15 00:00:00,1899-12-30 14:15:43,UberX,Uber Pay,1,1.73,$9.1,Sutton Place/Turtle Bay North,1.0
46875,2024-06-15 00:00:00,1899-12-30 14:53:40,UberX,Uber Pay,1,3.6,$17.7,Garment District,1.0
46876,2024-06-15 00:00:00,1899-12-30 14:22:43,UberX,Uber Pay,1,2.06,$14.5,Upper West Side North,1.0
46877,2024-06-15 00:00:00,1899-12-30 14:07:43,UberX,Uber Pay,1,1.85,$12.7,Midtown North,1.0
46886,2024-06-15 00:00:00,1899-12-30 14:56:30,UberX,Uber Pay,1,1.5,$10.9,Central Park,1.0
46896,2024-06-15 00:00:00,1899-12-30 15:16:21,UberX,Uber Pay,2,1.4,$8.5,Upper East Side South,1.0
46898,2024-06-15 00:00:00,1899-12-30 15:48:36,UberX,Uber Pay,1,2.27,$14.8,Lenox Hill East,1.0
46902,2024-06-15 00:00:00,1899-12-30 15:29:43,UberX,Uber Pay,1,4.76,$23.5,Manhattan Valley,1.0
46903,2024-06-15 00:00:00,1899-12-30 15:12:26,UberX,Uber Pay,2,2.54,$15.1,Upper East Side North,1.0
46910,2024-06-15 00:00:00,1899-12-30 15:42:14,UberX,Uber Pay,1,2.63,$15.1,Central Harlem,1.0
46911,2024-06-15 00:00:00,1899-12-30 15:03:57,UberX,Uber Pay,1,2.7,$15.1,Midtown South,1.0
46912,2024-06-15 00:00:00,1899-12-30 15:40:33,UberX,Uber Pay,2,10.7,$40.4,LaGuardia Airport,1.0
46916,2024-06-15 00:00:00,1899-12-30 15:33:16,UberX,Uber Pay,1,1.72,$8.5,UN/Turtle Bay South,1.0
46919,2024-06-15 00:00:00,1899-12-30 15:15:57,UberX,Uber Pay,1,1.2,$10.9,Midtown East,1.0
46924,2024-06-15 00:00:00,1899-12-30 15:13:30,UberX,Uber Pay,1,1.79,$10.9,Sutton Place/Turtle Bay North,1.0
46931,2024-06-15 00:00:00,1899-12-30 15:58:08,UberX,Uber Pay,1,1.9,$14.2,UN/Turtle Bay South,1.0
46935,2024-06-15 00:00:00,1899-12-30 14:59:03,UberX,Uber Pay,2,2.28,$15.2,Bloomingdale,1.0
46943,2024-06-15 00:00:00,1899-12-30 15:27:18,UberX,Uber Pay,1,2.8,$13.9,NV,1.0
46949,2024-06-15 00:00:00,1899-12-30 15:56:53,UberX,Uber Pay,1,7.8,$40.5,Murray Hill,1.0
46968,2024-06-15 00:00:00,1899-12-30 15:26:38,UberX,Uber Pay,1,1.64,$9.7,Midtown South,1.0
46982,2024-06-15 00:00:00,1899-12-30 15:56:54,UberX,Uber Pay,1,1.9,$13.3,Midtown Center,1.0
46985,2024-06-15 00:00:00,1899-12-30 15:43:03,UberX,Uber Pay,1,1.5,$10.8,Seaport,1.0
47003,2024-06-15 00:00:00,1899-12-30 15:09:28,UberX,Uber Pay,1,2.4,$12.1,Lincoln Square East,1.0
47008,2024-06-15 00:00:00,1899-12-30 15:10:49,UberX,Uber Pay,1,3.1,$15.7,Union Sq,1.0
47020,2024-06-15 00:00:00,1899-12-30 15:37:59,UberX,Uber Pay,2,2.95,$13.8,Upper West Side South,1.0
47031,2024-06-15 00:00:00,1899-12-30 15:24:37,UberX,Uber Pay,2,4.47,$21.1,East Village,1.0
47033,2024-06-15 00:00:00,1899-12-30 15:42:44,UberX,Uber Pay,1,2.2,$13.5,Midtown Center,1.0
47034,2024-06-15 00:00:00,1899-12-30 15:26:22,UberX,Uber Pay,1,3.6,$22.7,Murray Hill,1.0
47041,2024-06-15 00:00:00,1899-12-30 15:28:02,UberX,Uber Pay,1,2.5,$12.1,Upper West Side North,1.0
47050,2024-06-15 00:00:00,1899-12-30 15:19:31,UberX,Uber Pay,1,3,$24.6,Midtown East,1.0
47063,2024-06-15 00:00:00,1899-12-30 15:03:55,UberX,Uber Pay,1,3.03,$13.0,Union Sq,1.0
47065,2024-06-15 00:00:00,1899-12-30 15:37:13,UberX,Uber Pay,1,3.3,$20.0,Penn Station/Madison Sq West,1.0
47067,2024-06-15 00:00:00,1899-12-30 15:27:46,UberX,Uber Pay,1,2.3,$11.0,Gramercy,1.0
47074,2024-06-15 00:00:00,1899-12-30 15:12:23,UberX,Uber Pay,1,1.3,$10.5,Penn Station/Madison Sq West,1.0
47076,2024-06-15 00:00:00,1899-12-30 15:15:02,UberX,Uber Pay,1,2.1,$12.7,Sutton Place/Turtle Bay North,1.0
47077,2024-06-15 00:00:00,1899-12-30 15:15:34,UberX,Uber Pay,2,2.12,$15.9,Central Harlem North,1.0
47079,2024-06-15 00:00:00,1899-12-30 15:07:39,UberX,Uber Pay,1,4.25,$20.0,Union Sq,1.0
47086,2024-06-15 00:00:00,1899-12-30 16:01:19,UberX,Uber Pay,1,1.18,$7.9,Yorkville West,1.0
47094,2024-06-15 00:00:00,1899-12-30 15:50:12,UberX,Uber Pay,1,1.2,$8.5,Clinton East,1.0
47098,2024-06-15 00:00:00,1899-12-30 15:34:46,UberX,Uber Pay,1,3.3,$13.5,Midtown Center,1.0
47106,2024-06-15 00:00:00,1899-12-30 15:16:07,UberX,Uber Pay,5,4.55,$19.0,UN/Turtle Bay South,1.0
47111,2024-06-15 00:00:00,1899-12-30 15:12:22,UberX,Uber Pay,1,1.3,$10.2,Upper East Side North,1.0
47129,2024-06-15 00:00:00,1899-12-30 15:06:07,UberX,Uber Pay,1,1.34,$9.0,Upper East Side North,1.0
47135,2024-06-15 00:00:00,1899-12-30 15:45:54,UberX,Uber Pay,6,3.38,$14.5,Financial District South,1.0
47136,2024-06-15 00:00:00,1899-12-30 15:47:32,UberX,Uber Pay,1,1.13,$6.5,Clinton West,1.0
47139,2024-06-15 00:00:00,1899-12-30 15:19:39,UberX,Uber Pay,1,2.76,$16.6,Midtown Center,1.0
47147,2024-06-15 00:00:00,1899-12-30 15:21:11,UberX,Uber Pay,1,2.8,$12.8,Greenwich Village North,1.0
47148,2024-06-15 00:00:00,1899-12-30 15:15:54,UberX,Uber Pay,1,1.3,$8.0,Central Harlem North,1.0
47153,2024-06-15 00:00:00,1899-12-30 15:10:17,UberX,Uber Pay,1,1.29,$8.3,Upper West Side South,1.0
47164,2024-06-15 00:00:00,1899-12-30 15:54:56,UberX,Uber Pay,1,1.64,$15.0,Hamilton Heights,1.0
47168,2024-06-15 00:00:00,1899-12-30 15:02:10,UberX,Uber Pay,1,1.2,$8.3,Midtown East,1.0
47187,2024-06-15 00:00:00,1899-12-30 15:35:31,UberX,Uber Pay,1,4.8,$24.7,Penn Station/Madison Sq West,1.0
47190,2024-06-15 00:00:00,1899-12-30 15:58:59,UberX,Uber Pay,3,2.1,$12.3,Clinton West,1.0
47192,2024-06-15 00:00:00,1899-12-30 15:54:56,UberX,Uber Pay,1,1.2,$7.7,Upper West Side North,1.0
47200,2024-06-15 00:00:00,1899-12-30 16:20:18,UberX,Uber Pay,1,4.23,$20.7,Upper West Side South,1.0
47212,2024-06-15 00:00:00,1899-12-30 16:27:02,UberX,Uber Pay,1,3.5,$24.0,Upper East Side North,1.0
47217,2024-06-15 00:00:00,1899-12-30 16:08:21,UberX,Uber Pay,1,2.79,$13.5,Midtown Center,1.0
47219,2024-06-15 00:00:00,1899-12-30 16:17:01,UberX,Uber Pay,1,1.85,$10.0,Lenox Hill West,1.0
47227,2024-06-15 00:00:00,1899-12-30 16:21:56,UberX,Uber Pay,1,6.19,$28.5,Midtown Center,1.0
47228,2024-06-15 00:00:00,1899-12-30 16:40:07,UberX,Uber Pay,1,1.3,$8.0,Midtown Center,1.0
47237,2024-06-15 00:00:00,1899-12-30 16:42:56,UberX,Uber Pay,1,4.14,$19.5,Morningside Heights,1.0
47240,2024-06-15 00:00:00,1899-12-30 16:57:25,UberX,Uber Pay,1,2.1,$12.3,Kips Bay,1.0
47246,2024-06-15 00:00:00,1899-12-30 16:16:29,UberX,Uber Pay,1,5.94,$26.8,Kips Bay,1.0
47250,2024-06-15 00:00:00,1899-12-30 16:14:55,UberX,Uber Pay,2,1.93,$9.5,Lincoln Square East,1.0
47268,2024-06-15 00:00:00,1899-12-30 16:01:32,UberX,Uber Pay,1,1.5,$11.1,East Village,1.0
47273,2024-06-15 00:00:00,1899-12-30 16:24:22,UberX,Uber Pay,1,3,$15.9,Murray Hill,1.0
47286,2024-06-15 00:00:00,1899-12-30 16:12:24,UberX,Uber Pay,1,2.3,$14.1,Midtown East,1.0
47293,2024-06-15 00:00:00,1899-12-30 16:13:16,UberX,Uber Pay,1,1.3,$10.5,Central Harlem,1.0
47296,2024-06-15 00:00:00,1899-12-30 16:34:42,UberX,Uber Pay,1,11.8,$51.4,LaGuardia Airport,1.0
47298,2024-06-15 00:00:00,1899-12-30 16:49:52,UberX,Uber Pay,1,1.5,$9.2,Upper West Side North,1.0
47300,2024-06-15 00:00:00,1899-12-30 16:27:45,UberX,Uber Pay,2,1.89,$10.0,Lower East Side,1.0
47303,2024-06-15 00:00:00,1899-12-30 16:30:23,UberX,Uber Pay,1,1.9,$10.5,Williamsburg (South Side),1.0
47306,2024-06-15 00:00:00,1899-12-30 16:26:41,UberX,Uber Pay,2,1.18,$7.5,East Harlem South,1.0
47310,2024-06-15 00:00:00,1899-12-30 16:13:09,UberX,Uber Pay,1,2.59,$12.0,Central Harlem North,1.0
47316,2024-06-15 00:00:00,1899-12-30 16:34:58,UberX,Uber Pay,6,1.77,$10.5,East Harlem South,1.0
47340,2024-06-15 00:00:00,1899-12-30 16:10:28,UberX,Uber Pay,1,3.7,$15.0,World Trade Center,1.0
47342,2024-06-15 00:00:00,1899-12-30 16:14:47,UberX,Uber Pay,1,2.4,$12.0,East Chelsea,1.0
47344,2024-06-15 00:00:00,1899-12-30 16:32:26,UberX,Uber Pay,1,4.09,$17.0,Upper East Side South,1.0
47354,2024-06-15 00:00:00,1899-12-30 16:48:05,UberX,Uber Pay,2,5.81,$21.5,Murray Hill,1.0
47363,2024-06-15 00:00:00,1899-12-30 16:22:10,UberX,Uber Pay,1,4,$18.3,East Harlem South,1.0
47365,2024-06-15 00:00:00,1899-12-30 16:07:18,UberX,Uber Pay,1,1.91,$8.2,Lincoln Square East,1.0
47366,2024-06-15 00:00:00,1899-12-30 16:11:35,UberX,Uber Pay,1,1.5,$8.7,Midtown South,1.0
47371,2024-06-15 00:00:00,1899-12-30 16:15:38,UberX,Uber Pay,1,6.11,$36.9,Union Sq,1.0
47377,2024-06-15 00:00:00,1899-12-30 16:01:05,UberX,Uber Pay,1,2.1,$12.3,Garment District,1.0
47387,2024-06-15 00:00:00,1899-12-30 16:52:41,UberX,Uber Pay,1,2.01,$11.7,Penn Station/Madison Sq West,1.0
47388,2024-06-15 00:00:00,1899-12-30 16:58:14,UberX,Uber Pay,1,2.2,$12.9,Upper West Side North,1.0
47392,2024-06-15 00:00:00,1899-12-30 16:33:56,UberX,Uber Pay,1,11.9,$34.0,LaGuardia Airport,1.0
47395,2024-06-15 00:00:00,1899-12-30 16:40:36,UberX,Uber Pay,1,1.28,$9.2,Upper East Side South,1.0
47409,2024-06-15 00:00:00,1899-12-30 16:58:00,UberX,Uber Pay,1,1.76,$10.5,Upper East Side South,1.0
47416,2024-06-15 00:00:00,1899-12-30 16:40:12,UberX,Uber Pay,1,4.1,$18.9,Lenox Hill East,1.0
47417,2024-06-15 00:00:00,1899-12-30 16:02:49,UberX,Uber Pay,1,2.56,$15.0,Penn Station/Madison Sq West,1.0
47418,2024-06-15 00:00:00,1899-12-30 16:23:35,UberX,Uber Pay,1,3,$17.1,Lenox Hill West,1.0
47421,2024-06-15 00:00:00,1899-12-30 16:51:31,UberX,Uber Pay,1,2.75,$12.9,Upper East Side South,1.0
47425,2024-06-15 00:00:00,1899-12-30 16:02:46,UberX,Uber Pay,1,1.2,$8.7,Upper East Side South,1.0
47426,2024-06-15 00:00:00,1899-12-30 16:42:25,UberX,Uber Pay,1,4,$26.1,Penn Station/Madison Sq West,1.0
47430,2024-06-15 00:00:00,1899-12-30 15:59:16,UberX,Uber Pay,1,3.69,$14.5,Yorkville East,1.0
47436,2024-06-15 00:00:00,1899-12-30 16:41:25,UberX,Uber Pay,1,4.2,$15.7,Little Italy/NoLiTa,1.0
47440,2024-06-15 00:00:00,1899-12-30 16:55:59,UberX,Uber Pay,2,1.8,$14.3,Gramercy,1.0
47442,2024-06-15 00:00:00,1899-12-30 16:00:32,UberX,Uber Pay,1,1.02,$5.0,Sutton Place/Turtle Bay North,1.0
47443,2024-06-15 00:00:00,1899-12-30 16:50:36,UberX,Uber Pay,1,7.19,$66.5,Murray Hill,1.0
47444,2024-06-15 00:00:00,1899-12-30 16:24:42,UberX,Uber Pay,1,2.78,$12.3,JFK Airport,1.0
47445,2024-06-15 00:00:00,1899-12-30 16:55:04,UberX,Uber Pay,1,2.45,$12.0,Lenox Hill West,1.0
47447,2024-06-15 00:00:00,1899-12-30 16:27:05,UberX,Uber Pay,1,2.9,$14.0,Times Sq/Theatre District,1.0
47454,2024-06-15 00:00:00,1899-12-30 16:12:45,UberX,Uber Pay,1,3.51,$17.1,Gramercy,1.0
47459,2024-06-15 00:00:00,1899-12-30 16:04:05,UberX,Uber Pay,6,3.39,$14.0,Murray Hill,1.0
47464,2024-06-15 00:00:00,1899-12-30 16:30:41,UberX,Uber Pay,2,5.3,$22.0,Penn Station/Madison Sq West,1.0
47465,2024-06-15 00:00:00,1899-12-30 16:00:58,UberX,Uber Pay,1,1.32,$7.5,Murray Hill,1.0
